clip_id,start,end,label,tier,confidence,segment_class,brightness,fdiff,flow,yolo,synthetic
longcap_chunk0002_20260317_203523,10,15,STATIC,human_verified,1.0,CLEAR_STATIC,36.0,0.004897,0.056,1,False
longcap_chunk0002_20260317_203523,15,20,STATIC,human_verified,1.0,CLEAR_MOTION,36.2,0.004484,0.085,1,False
longcap_chunk0002_20260317_203523,20,25,STATIC,human_verified,1.0,CLEAR_MOTION,35.6,0.007162,0.138,1,False
longcap_chunk0002_20260317_203523,25,30,STATIC,human_verified,1.0,CLEAR_STATIC,37.9,0.003227,0.032,0,False
longcap_chunk0002_20260317_203523,30,35,STATIC,human_verified,1.0,CLEAR_STATIC,37.6,0.0042,0.04,0,False
longcap_chunk0002_20260317_203523,35,40,STATIC,human_verified,1.0,CLEAR_MOTION,37.4,0.007533,0.123,,False
longcap_chunk0002_20260317_203523,40,45,STATIC,human_verified,1.0,CLEAR_STATIC,36.6,0.003597,0.057,,False
longcap_chunk0002_20260317_203523,45,50,STATIC,human_verified,1.0,CLEAR_EMPTY,36.4,0.002732,0.027,,False
longcap_chunk0002_20260317_203523,50,55,STATIC,human_verified,1.0,CLEAR_EMPTY,36.5,0.002163,0.021,,False
longcap_chunk0002_20260317_203523,55,60,STATIC,human_verified,1.0,CLEAR_EMPTY,36.3,0.002535,0.027,,False
longcap_chunk0002_20260317_203523,60,65,STATIC,human_verified,1.0,AMBIGUOUS,35.4,0.003023,0.028,,False
longcap_chunk0002_20260317_203523,65,70,STATIC,human_verified,1.0,CLEAR_STATIC,35.5,0.003309,0.041,,False
longcap_chunk0002_20260317_203523,70,75,STATIC,human_verified,1.0,CLEAR_EMPTY,35.6,0.002881,0.028,,False
longcap_chunk0002_20260317_203523,75,80,STATIC,human_verified,1.0,CLEAR_EMPTY,35.7,0.002249,0.021,,False
longcap_chunk0002_20260317_203523,80,85,STATIC,human_verified,1.0,CLEAR_EMPTY,35.7,0.002243,0.022,,False
longcap_chunk0002_20260317_203523,85,90,STATIC,human_verified,1.0,CLEAR_EMPTY,35.7,0.002339,0.022,,False
longcap_chunk0002_20260317_203523,90,95,STATIC,human_verified,1.0,CLEAR_EMPTY,35.6,0.002728,0.025,,False
longcap_chunk0002_20260317_203523,95,100,STATIC,human_verified,1.0,CLEAR_STATIC,35.7,0.00309,0.037,,False
longcap_chunk0002_20260317_203523,100,105,STATIC,human_verified,1.0,CLEAR_STATIC,36.1,0.005969,0.056,,False
longcap_chunk0002_20260317_203523,105,110,STATIC,human_verified,1.0,CLEAR_STATIC,36.1,0.0036,0.039,,False
longcap_chunk0002_20260317_203523,110,115,STATIC,human_verified,1.0,CLEAR_STATIC,36.8,0.003828,0.04,,False
longcap_chunk0002_20260317_203523,115,120,STATIC,human_verified,1.0,CLEAR_STATIC,37.7,0.004806,0.052,,False
longcap_chunk0002_20260317_203523,120,125,STATIC,human_verified,1.0,CLEAR_STATIC,35.8,0.006914,0.073,,False
longcap_chunk0002_20260317_203523,125,130,STATIC,human_verified,1.0,CLEAR_STATIC,32.5,0.004955,0.054,,False
longcap_chunk0002_20260317_203523,130,135,STATIC,human_verified,1.0,CLEAR_STATIC,33.9,0.005056,0.051,,False
longcap_chunk0002_20260317_203523,135,140,STATIC,human_verified,1.0,CLEAR_STATIC,35.5,0.004943,0.071,,False
longcap_chunk0002_20260317_203523,140,145,STATIC,human_verified,1.0,CLEAR_MOTION,31.7,0.009764,0.203,,False
longcap_chunk0002_20260317_203523,145,150,STATIC,human_verified,1.0,CLEAR_STATIC,28.3,0.004525,0.067,,False
longcap_chunk0002_20260317_203523,150,155,STATIC,human_verified,1.0,CLEAR_STATIC,29.0,0.00345,0.043,,False
longcap_chunk0002_20260317_203523,155,160,STATIC,human_verified,1.0,CLEAR_STATIC,29.0,0.003245,0.038,,False
longcap_chunk0002_20260317_203523,160,165,STATIC,human_verified,1.0,CLEAR_STATIC,29.0,0.003132,0.037,,False
longcap_chunk0002_20260317_203523,165,170,STATIC,human_verified,1.0,CLEAR_STATIC,29.2,0.003518,0.039,,False
longcap_chunk0002_20260317_203523,170,175,STATIC,human_verified,1.0,CLEAR_STATIC,30.6,0.004535,0.055,,False
longcap_chunk0002_20260317_203523,175,180,STATIC,human_verified,1.0,CLEAR_STATIC,34.2,0.00316,0.035,,False
longcap_chunk0002_20260317_203523,180,185,STATIC,human_verified,1.0,CLEAR_STATIC,33.3,0.003338,0.037,,False
longcap_chunk0002_20260317_203523,185,190,STATIC,human_verified,1.0,CLEAR_STATIC,31.7,0.004193,0.046,,False
longcap_chunk0002_20260317_203523,190,195,STATIC,human_verified,1.0,CLEAR_STATIC,33.0,0.004464,0.052,,False
longcap_chunk0002_20260317_203523,195,200,STATIC,human_verified,1.0,CLEAR_STATIC,33.1,0.003007,0.031,,False
longcap_chunk0002_20260317_203523,200,205,STATIC,human_verified,1.0,CLEAR_STATIC,33.8,0.005199,0.055,,False
longcap_chunk0002_20260317_203523,205,210,STATIC,human_verified,1.0,AMBIGUOUS,31.2,0.002923,0.032,,False
longcap_chunk0002_20260317_203523,210,215,STATIC,human_verified,1.0,CLEAR_STATIC,30.2,0.003636,0.044,,False
longcap_chunk0002_20260317_203523,215,220,STATIC,human_verified,1.0,CLEAR_STATIC,29.6,0.004065,0.047,,False
longcap_chunk0002_20260317_203523,220,225,STATIC,human_verified,1.0,CLEAR_EMPTY,29.6,0.00299,0.029,,False
longcap_chunk0002_20260317_203523,225,230,STATIC,human_verified,1.0,AMBIGUOUS,29.8,0.002984,0.031,,False
longcap_chunk0002_20260317_203523,230,235,STATIC,human_verified,1.0,CLEAR_MOTION,31.2,0.007889,0.099,,False
longcap_chunk0002_20260317_203523,235,240,STATIC,human_verified,1.0,CLEAR_STATIC,36.6,0.004977,0.048,,False
longcap_chunk0002_20260317_203523,240,245,STATIC,human_verified,1.0,CLEAR_STATIC,36.5,0.004073,0.039,,False
longcap_chunk0002_20260317_203523,245,250,STATIC,human_verified,1.0,CLEAR_MOTION,34.4,0.01096,0.154,,False
longcap_chunk0002_20260317_203523,250,255,STATIC,human_verified,1.0,CLEAR_MOTION,33.3,0.009198,0.127,,False
longcap_chunk0002_20260317_203523,255,260,STATIC,human_verified,1.0,CLEAR_MOTION,33.3,0.011166,0.16,,False
longcap_chunk0002_20260317_203523,260,265,STATIC,human_verified,1.0,CLEAR_MOTION,36.8,0.00979,0.239,,False
longcap_chunk0002_20260317_203523,265,270,STATIC,human_verified,1.0,CLEAR_MOTION,35.1,0.008429,0.156,,False
longcap_chunk0002_20260317_203523,270,275,STATIC,human_verified,1.0,CLEAR_MOTION,33.0,0.021866,0.32,,False
longcap_chunk0002_20260317_203523,275,280,STATIC,human_verified,1.0,CLEAR_MOTION,35.1,0.021632,0.291,,False
longcap_chunk0002_20260317_203523,280,285,ENTRY_EXIT,human_verified,0.7,CLEAR_STATIC,41.3,0.005133,0.065,,False
longcap_chunk0002_20260317_203523,285,290,STATIC,human_verified,1.0,CLEAR_STATIC,41.2,0.003183,0.033,,False
longcap_chunk0002_20260317_203523,290,295,STATIC,human_verified,1.0,CLEAR_STATIC,40.3,0.005655,0.067,,False
longcap_chunk0002_20260317_221352,0,5,MOTION,strong_teacher,0.8,CLEAR_MOTION,40.4,0.008564,0.078,2,False
longcap_chunk0002_20260317_221352,5,10,STATIC,weak_auto,0.7,CLEAR_STATIC,38.0,0.00431,0.05,1,False
longcap_chunk0002_20260317_221352,10,15,ENTRY_EXIT,strong_teacher,0.7,CLEAR_MOTION,41.4,0.013095,0.155,2,False
longcap_chunk0002_20260317_221352,15,20,MOTION,weak_auto,0.9,CLEAR_MOTION,39.9,0.009829,0.103,2,False
longcap_chunk0002_20260317_221352,20,25,STATIC,weak_auto,0.7,CLEAR_STATIC,38.5,0.004659,0.053,2,False
longcap_chunk0002_20260317_221352,25,30,MOTION,weak_auto,0.9,CLEAR_MOTION,38.7,0.007546,0.114,1,False
longcap_chunk0002_20260317_221352,30,35,MOTION,weak_auto,0.9,CLEAR_MOTION,39.4,0.010551,0.164,2,False
longcap_chunk0002_20260317_221352,35,40,MOTION,weak_auto,0.9,CLEAR_MOTION,36.6,0.012266,0.113,1,False
longcap_chunk0002_20260317_221352,40,45,MOTION,weak_auto,0.9,CLEAR_MOTION,33.1,0.011879,0.128,1,False
longcap_chunk0002_20260317_221352,45,50,MOTION,strong_teacher,0.9,CLEAR_MOTION,42.9,0.010734,0.155,2,False
longcap_chunk0002_20260317_221352,50,55,UNKNOWN,weak_auto,0.35,AMBIGUOUS,40.9,0.002912,0.028,1,False
longcap_chunk0002_20260317_233814,0,5,STATIC,strong_teacher,0.6,CLEAR_STATIC,73.7,0.00421,0.041,,False
longcap_chunk0002_20260317_233814,5,10,STATIC,strong_teacher,0.6,CLEAR_STATIC,73.8,0.004396,0.039,,False
longcap_chunk0002_20260317_233814,10,15,STATIC,strong_teacher,0.6,CLEAR_STATIC,73.9,0.003314,0.037,,False
longcap_chunk0002_20260317_233814,15,20,STATIC,strong_teacher,0.6,CLEAR_STATIC,74.0,0.003735,0.043,,False
longcap_chunk0002_20260317_233814,20,25,STATIC,strong_teacher,0.6,CLEAR_STATIC,73.9,0.003353,0.036,,False
longcap_chunk0002_20260317_233814,25,30,STATIC,strong_teacher,0.6,CLEAR_STATIC,74.0,0.003448,0.036,,False
longcap_chunk0002_20260317_233814,30,35,STATIC,strong_teacher,0.6,CLEAR_STATIC,76.0,0.004249,0.038,,False
longcap_chunk0002_20260317_233814,35,40,STATIC,strong_teacher,0.6,CLEAR_STATIC,77.6,0.003791,0.039,,False
longcap_chunk0002_20260317_233814,40,45,STATIC,strong_teacher,0.6,CLEAR_STATIC,78.4,0.006058,0.045,,False
longcap_chunk0002_20260317_233814,45,50,STATIC,strong_teacher,0.6,CLEAR_STATIC,77.7,0.004508,0.042,,False
longcap_chunk0002_20260317_233814,50,55,STATIC,strong_teacher,0.6,CLEAR_STATIC,77.7,0.00369,0.039,,False
longcap_chunk0002_20260318_005943,0,5,MOTION,strong_teacher,0.8,CLEAR_MOTION,66.3,0.017356,0.392,,False
longcap_chunk0002_20260318_005943,5,10,MOTION,strong_teacher,0.8,CLEAR_MOTION,66.5,0.019585,0.475,,False
longcap_chunk0002_20260318_005943,10,15,MOTION,strong_teacher,0.8,CLEAR_MOTION,67.9,0.01737,0.204,,False
longcap_chunk0002_20260318_005943,15,20,MOTION,strong_teacher,0.8,CLEAR_MOTION,67.9,0.007515,0.087,,False
longcap_chunk0002_20260318_005943,20,25,MOTION,strong_teacher,0.8,CLEAR_MOTION,68.7,0.007083,0.089,,False
