clip_id,window_start_sec,window_end_sec,target_label,label_tier,segment_class,canonical_label,canonical_label_tier,downstream_layer,dataset_split,training_ready,review_required,confidence,brightness_mean,frame_diff_energy,flow_magnitude_mean,yolo_person_count,canonical_contract,provenance,notes,downstream_overlay,downstream_overlay_reason,synthetic,source_video,source_csi,clip_manifest_file,video_teacher_manifest_file
longcap_chunk0001_20260317_203020,20,25,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,38.4,0.003108,0.035,1,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,25,30,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,37.4,0.004087,0.047,2,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,30,35,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,39.4,0.005397,0.062,0,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,35,40,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,39.6,0.00404,0.05,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,40,45,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,38.0,0.003537,0.041,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,45,50,STATIC,human_verified,AMBIGUOUS,STATIC,human_verified,training_ready,train,True,False,1.0,36.3,0.002502,0.036,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,50,55,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,36.3,0.002292,0.024,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,55,60,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,36.2,0.002201,0.022,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,60,65,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,35.6,0.002144,0.022,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,65,70,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,35.1,0.002214,0.022,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,70,75,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,35.0,0.00223,0.023,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,75,80,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,35.1,0.002455,0.027,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,80,85,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,35.0,0.003072,0.048,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,85,90,STATIC,human_verified,CLEAR_MOTION,STATIC,human_verified,training_ready,train,True,False,1.0,35.2,0.005676,0.119,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,90,95,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,35.6,0.003271,0.052,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,95,100,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,35.9,0.004133,0.053,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,100,105,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,35.8,0.00393,0.061,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,105,110,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,38.7,0.005384,0.067,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,110,115,STATIC,human_verified,CLEAR_MOTION,STATIC,human_verified,training_ready,train,True,False,1.0,38.4,0.006909,0.083,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,115,120,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,38.9,0.003173,0.034,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,120,125,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,37.8,0.004864,0.076,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,125,130,STATIC,human_verified,AMBIGUOUS,STATIC,human_verified,training_ready,train,True,False,1.0,38.6,0.002986,0.032,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,130,135,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,38.4,0.002541,0.024,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,135,140,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,38.5,0.002648,0.026,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,140,145,STATIC,human_verified,CLEAR_MOTION,STATIC,human_verified,training_ready,train,True,False,1.0,37.2,0.006662,0.084,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,145,150,STATIC,human_verified,CLEAR_MOTION,STATIC,human_verified,training_ready,train,True,False,1.0,38.2,0.007446,0.112,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,150,155,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,38.2,0.005253,0.059,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,155,160,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,36.6,0.004045,0.04,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,160,165,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,39.8,0.002655,0.028,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,165,170,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,40.3,0.003492,0.041,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,170,175,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,38.0,0.006588,0.073,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,175,180,STATIC,human_verified,CLEAR_MOTION,STATIC,human_verified,training_ready,train,True,False,1.0,36.3,0.008379,0.122,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,180,185,STATIC,human_verified,CLEAR_MOTION,STATIC,human_verified,training_ready,train,True,False,1.0,38.0,0.007588,0.078,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,185,190,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,38.4,0.002881,0.029,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,190,195,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,38.2,0.002236,0.021,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,195,200,STATIC,human_verified,CLEAR_EMPTY,STATIC,human_verified,training_ready,train,True,False,1.0,38.1,0.002362,0.023,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,200,205,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,37.7,0.003746,0.037,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
longcap_chunk0001_20260317_203020,205,210,STATIC,human_verified,CLEAR_STATIC,STATIC,human_verified,training_ready,train,True,False,1.0,35.4,0.005255,0.056,,thresholds_candidate_v1 + empty_boundary_guard_v1,auto_pipeline_v1,,,,False,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.teacher.mp4,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.ndjson.gz,/Users/arsen/Desktop/wifi-densepose/temp/captures/longcap_chunk0001_20260317_203020.clip.json,
